ID,Metric,Value
AkonLonely,Acousticness,0.331
Various ArtistsSt. Elmos Fire (Man in Motion),Acousticness,0.15
Paul LekakisBoom Boom (Let's Go Back to My Room) - Rerecorded,Acousticness,0.16
Boom Crash OperaGreat Wall,Acousticness,0.00565
AdeleLove In The Dark,Acousticness,0.528
MýaCase Of The Ex (Whatcha Gonna Do),Acousticness,0.0548
Backstreet BoysGet Down (You're the One for Me) - LP Edit No Rap,Acousticness,0.0736
The PotbelleezSaved in a Bottle - Radio Edit,Acousticness,0.00366
ColdplayYellow,Acousticness,0.00239
NaeleckThrenody (Bombs Away Remix),Acousticness,0.000389
Tight FitThe Lion Sleeps Tonight,Acousticness,0.0171
Rosa LinnSNAP,Acousticness,0.107
TLCDiggin' On You,Acousticness,0.0235
NickelbackFeelin' Way Too Damn Good,Acousticness,0.000722
Near MrsB-52,Acousticness,0.00388
Kasey ChambersPony,Acousticness,0.689
Ted Mulry GangJump in My Car,Acousticness,0.524
Connie FrancisEverybody's Somebody's Fool,Acousticness,0.779
"Zara Larsson, MNEKNever Forget You",Acousticness,0.00312
WhigfieldSexy Eyes - Single Version,Acousticness,0.0273
Dean Lewis7 Minutes,Acousticness,0.526
AquaDoctor Jones,Acousticness,0.145
UsherU Got It Bad,Acousticness,0.0227
Anne-Marie2002,Acousticness,0.0372
Glee CastEndless Love (Glee Cast Version),Acousticness,0.763
"Martin Solveig, The CataracsHey Now",Acousticness,0.00552
Tom Petty and the HeartbreakersRunnin' Down A Dream,Acousticness,0.00072
Various ArtistsAll The Things She Said,Acousticness,0.0359
Ian Dury & The BlockheadsI Want To Be Straight,Acousticness,0.312
BardotI Need Somebody,Acousticness,0.258
Astrid SHurts So Good,Acousticness,0.0777
The HighwaymenMichael (Row The Boat Ashore),Acousticness,0.859
Deborah CoxWho Do U Love,Acousticness,0.0299
Tommy RoeJam up Jelly Tight (Rerecorded),Acousticness,0.35
Hot Action CopFever for the Flava,Acousticness,0.0147
Hayley WarnerGood Day,Acousticness,5.59E-05
Tone-LocWild Thing,Acousticness,0.000554
Linda GeorgeMama's Little Girl,Acousticness,0.165
Fatboy SlimWeapon Of Choice,Acousticness,0.134
Thelma HoustonDon't Leave Me This Way,Acousticness,0.153
SantanaSmooth (feat. Rob Thomas),Acousticness,0.16
Will SmithSwitch,Acousticness,0.00697
Bob LumanLet's Think About Living,Acousticness,0.717
Black Eyed PeasImma Be,Acousticness,0.179
Amy WinehouseRehab,Acousticness,0.0473
Justin BieberAll In It,Acousticness,0.502
Justin BieberSorry,Acousticness,0.0797
Elton JohnPassengers,Acousticness,0.334
Burton CummingsStand Tall,Acousticness,0.0243
Bay City RollersLove Me Like I Love You,Acousticness,0.35
MississippiKings of the World,Acousticness,0.0193
Amy SharkMess Her Up,Acousticness,0.0892
Chris BrownNext To You (feat. Justin Bieber),Acousticness,0.0201
Mariah CareyWe Belong Together,Acousticness,0.0263
Matchbox TwentyBent - 2007 Remaster,Acousticness,0.0616
Billy Ray CyrusAchy Breaky Heart,Acousticness,0.0561
Bee GeesI Started A Joke,Acousticness,0.156
S Club 7Don't Stop Movin',Acousticness,0.0358
SiaNever Give Up,Acousticness,0.00497
Marcia HinesYou - Remastered,Acousticness,0.384
AviciiWake Me Up,Acousticness,0.0038
BirdyTerrible Love,Acousticness,0.497
Fleetwood MacGo Your Own Way - 2004 Remaster,Acousticness,0.0185
Mariah CareyOne Sweet Day,Acousticness,0.353
Chubby CheckerThe Fly,Acousticness,0.195
The BeatlesWhen I'm Sixty Four - Remastered 2009,Acousticness,0.625
New RadicalsYou Get What You Give,Acousticness,0.17
David GuettaWithout You (feat. Usher),Acousticness,0.227
Various ArtistsCartoon Heroes - Radio Edit,Acousticness,0.0218
NirvanaOn A Plain,Acousticness,0.447
Jennifer LopezJenny from the Block (feat. Jadakiss & Styles P.) - Track Masters Remix,Acousticness,0.00833
All SaintsPure Shores,Acousticness,0.0498
Rita OraHow We Do (Party),Acousticness,0.00427
John MayerNever on the Day You Leave,Acousticness,0.733
Calvin HarrisThinking About You (feat. Ayah Marar),Acousticness,0.00262
Dennis LloydNevermind,Acousticness,0.159
Lionel RichieAll Night Long (All Night) - Single Version,Acousticness,0.15
Maroon 5Sunday Morning,Acousticness,0.0748
Ben LeeGamble Everything for Love,Acousticness,0.299
ForeignerI Want to Know What Love Is - 2008 Remaster,Acousticness,0.17
Ariana GrandeInto You,Acousticness,0.0162
Crowded HouseFall At Your Feet,Acousticness,0.457
Patsy ClineShe's Got You - Single Version,Acousticness,0.936
Ne-YoCarry On (Her Letter To Him),Acousticness,0.362
Pseudo EchoLove An Adventure,Acousticness,0.0515
Zeek PowerCandydrunk,Acousticness,0.454
My Chemical RomanceSING,Acousticness,0.000233
James BayHold Back The River,Acousticness,0.0526
"Ed Sheeran, RudimentalBloodstream",Acousticness,0.202
La RouxIn For The Kill,Acousticness,0.00184
Ed SheeranCross Me (feat. Chance the Rapper & PnB Rock),Acousticness,0.21
LPLost on You,Acousticness,0.1
Bon JoviAlways,Acousticness,0.143
Kelly RowlandDaylight (feat. Travis McCoy),Acousticness,0.036
Groove ArmadaI See You Baby (feat. Gramma Funk),Acousticness,0.00271
SugababesRound Round,Acousticness,0.00287
Why Don't We8 Letters,Acousticness,0.649
Sgt. Barry SadlerThe Ballad Of The Green Berets,Acousticness,0.782
Helen ReddyLeave Me Alone (Ruby Red Dress),Acousticness,0.0704
SwaneeLady What's Your Name,Acousticness,0.342
Ella MaiEverything (feat. John Legend),Acousticness,0.432
The Pointer SistersSlow Hand,Acousticness,0.403
Jordin SparksOne Step At a Time,Acousticness,0.0825
The GriswoldsIf You Wanna Stay,Acousticness,0.000515
Stevie WonderSuperstition - Single Version,Acousticness,0.0887
The CollectiveAnother Life,Acousticness,0.0368
SheppardDon't Believe In Love,Acousticness,0.247
The BeatlesAll My Loving - Remastered 2009,Acousticness,0.207
TamiaOfficially Missing You,Acousticness,0.247
QwoteThrow Your Hands Up (Dancar Kuduro),Acousticness,0.161
The CarsDrive,Acousticness,0.124
Maroon 5Payphone,Acousticness,0.021
Toni BraxtonUn-Break My Heart,Acousticness,0.442
Kate CeberanoBedroom Eyes,Acousticness,0.0662
Avril LavigneWhat the Hell,Acousticness,0.00448
"Jax Jones, MNEKWhere Did You Go? (feat. MNEK)",Acousticness,0.182
Various ArtistsEveryday People,Acousticness,0.245
Midnight OilBlue Sky Mine - Remastered,Acousticness,0.0388
The Temper TrapSweet Disposition,Acousticness,0.0783
Liam PayneStrip That Down,Acousticness,0.246
Bachelor GirlPermission To Shine,Acousticness,0.0791
Dua LipaBreak My Heart,Acousticness,0.167
Elvis PresleyHound Dog,Acousticness,0.733
Things Of Stone and WoodHappy Birthday Helen,Acousticness,0.000361
Back In BlackJailbreak,Acousticness,0.00269
Love AffairEverlasting Love,Acousticness,0.266
"Hailee Steinfeld, AlessoLet Me Go (with Alesso, Florida Georgia Line & watt)",Acousticness,0.0337
Justin BieberAll Around The World,Acousticness,0.027
Sam SmithToo Good At Goodbyes - Edit,Acousticness,0.658
Gary GlitterI'm The Leader Of The Gang (I Am),Acousticness,0.000123
The EqualsBaby Come Back,Acousticness,0.433
Calvin HarrisSweet Nothing (feat. Florence Welch),Acousticness,0.197
Jessica MauboyWhat Happened to Us (feat. Jay Sean),Acousticness,0.218
Butthole SurfersPepper,Acousticness,0.00589
Barbara LynnYou'll Lose A Good Thing,Acousticness,0.606
The Glitter BandThe Tears I Cried,Acousticness,0.0108
The EasybeatsWedding Ring,Acousticness,0.155
Merrilee RushAngel of the Morning,Acousticness,0.526
Mark RonsonDaffodils (feat. Kevin Parker),Acousticness,0.0408
Mary WellsMy Guy,Acousticness,0.557
Guy SebastianAngels Brought Me Here,Acousticness,0.123
Suzi QuatroDevil Gate Drive,Acousticness,0.0251
EstelleAmerican Boy (feat. Kanye West),Acousticness,0.171
Color Me BaddAll 4 Love,Acousticness,0.0346
The TymesSo Much In Love,Acousticness,0.853
Demi LovatoCool for the Summer,Acousticness,0.00366
"Cedric Gervais, Franklin, Nile RodgersEverybody Dance (feat. Nile Rodgers)",Acousticness,0.00862
Bernard FanningWish You Well,Acousticness,0.177
Whitney HoustonI Will Always Love You,Acousticness,0.841
AC/DCShoot to Thrill,Acousticness,0.000239
"DJ Khaled, Justin Bieber, QuavoNo Brainer",Acousticness,0.0733
Snow PatrolRun - Revised Album Version,Acousticness,0.000421
Ed SheeranAfterglow,Acousticness,0.698
Bon JoviWanted Dead Or Alive,Acousticness,0.0842
SupernautI Like It Both Ways,Acousticness,0.0142
Adam LambertIf I Had You,Acousticness,0.0113
Freedom Under XRayPrisoner of Society,Acousticness,0.0243
Belinda CarlisleHeaven Is A Place On Earth,Acousticness,0.0061
ChoirboysRun to Paradise,Acousticness,0.161
LeAnn RimesBlue,Acousticness,0.595
NittyHey Bitty - Main,Acousticness,0.0031
Jeremy JordanThe Right Kind of Love,Acousticness,0.115
Olivia Newton-JohnHave You Never Been Mellow,Acousticness,0.566
P!nkAll I Know So Far,Acousticness,0.0586
Culture ClubMove Away,Acousticness,0.151
Brenda LeeYou Can Depend On Me,Acousticness,0.89
Rod StewartHave I Told You Lately - 2008 Remaster,Acousticness,0.498
LiveSelling The Drama,Acousticness,0.0106
Guy SebastianAll I Need Is You,Acousticness,0.255
Kenny Rogers & The First EditionSomething's Burning,Acousticness,0.2
Steve LawrenceFootsteps,Acousticness,0.779
SwaneeIf I Were A Carpenter,Acousticness,0.0906
David GuettaDangerous (feat. Sam Martin),Acousticness,0.417
A Great Big WorldSay Something,Acousticness,0.857
U2Stuck In A Moment You Can't Get Out Of,Acousticness,0.422
Duane EddyBecause They’re Young,Acousticness,0.514
The ScriptHall of Fame (feat. will.i.am),Acousticness,0.0654
Andy WilliamsThe Village of St. Bernadette,Acousticness,0.952
WhitesnakeHere I Go Again - Radio Version,Acousticness,0.00211
HoleMalibu,Acousticness,0.000833
The WhoWho Are You,Acousticness,0.299
Avril LavigneWhat the Hell,Acousticness,0.00472
AWOLNATIONSail,Acousticness,0.441
Dave EdmundsI Hear You Knocking,Acousticness,0.0198
Jess GlynneOne Touch,Acousticness,0.329
Olivia Newton-JohnA Little More Love,Acousticness,0.0648
Long John BaldryYou've Lost That Lovin' Feelin' - 2006 Digital Remaster,Acousticness,0.845
The OutfieldYour Love,Acousticness,0.121
Gwen StefaniWhat You Waiting For?,Acousticness,0.0509
Imagine DragonsBones,Acousticness,0.0206
Matchbox TwentyReal World,Acousticness,0.00628
CarpentersPlease Mr. Postman,Acousticness,0.157
MAGIC!Rude,Acousticness,0.0435
NoiseworksNo Lies,Acousticness,0.00645
Bee GeesYou Should Be Dancing,Acousticness,0.0182
Various ArtistsHave I Told You Lately,Acousticness,0.786
Ashlee SimpsonPieces Of Me,Acousticness,0.0572
fun.We Are Young (feat. Janelle Monáe),Acousticness,0.02
Various ArtistsDaddy Cool,Acousticness,0.331
Operator PleaseTwo For My Seconds,Acousticness,0.157
BROCKHAMPTONSUGAR,Acousticness,0.449
"ShakiraWhenever, Wherever",Acousticness,0.237
George Baker SelectionLittle Green Bag - Single Edit,Acousticness,0.173
Shane CoddGet Out My Head,Acousticness,0.0542
Camila CabelloHavana (feat. Young Thug),Acousticness,0.186
Katy TizWhistle (While You Work It),Acousticness,0.258
"Ariana Grande, Justin BieberStuck with U (with Justin Bieber)",Acousticness,0.223
CoolioGangsta's Paradise,Acousticness,0.0655
The Goo Goo DollsSlide,Acousticness,0.00483
WingsBand On The Run - 2010 Remaster,Acousticness,0.0832
Dee Dee SharpGravy (For My Mashed Potatoes),Acousticness,0.682
Sue ThompsonPaper Tiger,Acousticness,0.703
Hank Ballard & The MidnightersFinger Poppin' Time,Acousticness,0.112
SqueezeCool For Cats,Acousticness,0.202
Del AmitriRoll To Me,Acousticness,0.418
Maroon 5Just A Feeling,Acousticness,0.14
Gwen StefaniWind It Up,Acousticness,0.309
GorillazClint Eastwood,Acousticness,0.0253
Brian CaddYour Mama Don't Dance,Acousticness,0.0775
"Paul McCartney, WingsHelen Wheels - Remastered 2010",Acousticness,0.00756
"Calvin Harris, Ellie GouldingMiracle (with Ellie Goulding)",Acousticness,0.0378
The CorrsRunaway,Acousticness,0.641
The BeatlesPaperback Writer - Remastered 2009,Acousticness,0.179
Ray PetersonMissing You,Acousticness,0.851
Nena99 Luftballons,Acousticness,0.089
MobyRaining Again,Acousticness,0.0272
SteppenwolfBorn To Be Wild - Single Version,Acousticness,0.262
U2All I Want Is You,Acousticness,0.106
Miley CyrusSee You Again,Acousticness,0.0149
EveGangsta Lovin',Acousticness,0.0619
Various ArtistsPiece Of My Heart,Acousticness,0.0891
Nicki MinajSuper Bass,Acousticness,0.29
MobyWe Are All Made Of Stars,Acousticness,0.0479
Sam SmithStay With Me - Darkchild Version,Acousticness,0.45
IyazReplay,Acousticness,0.173
Lewis CapaldiWish You The Best,Acousticness,0.588
"Chris Brown, Young ThugGo Crazy",Acousticness,0.316
Tom JonesDelilah,Acousticness,0.614
The AngelsTake A Long Line,Acousticness,0.00346
Iggy AzaleaFancy,Acousticness,0.0927
StoneBridgePut 'Em High - StoneBridge & JJ Radio,Acousticness,0.00106
Robbie WilliamsRock DJ,Acousticness,0.0267
Tone-LocFunky Cold Medina,Acousticness,0.0755
"Various ArtistsBaby, You Got What It Takes",Acousticness,0.636
SNAP!Mary Had A Little Boy,Acousticness,0.0229
ATB9 PM - Till I Come - Radio Edit,Acousticness,0.0216
Robbie WilliamsBodies,Acousticness,0.00703
The Beautiful GirlsI Thought About You,Acousticness,0.0182
YellowcardLights And Sounds,Acousticness,8.48E-05
The WeekndHeartless,Acousticness,0.0281
"Future, DrakeLife Is Good (feat. Drake)",Acousticness,0.0706
BostonMore Than a Feeling,Acousticness,0.000894
"Wet Wet WetLove Is All Around - From ""Four Weddings And A Funeral""",Acousticness,0.228
Justin BieberLove Yourself,Acousticness,0.849
"Justin Bieber, benny blancoLonely (with benny blanco)",Acousticness,0.879
Thirty Seconds To MarsWalk On Water,Acousticness,0.000115
Elvis PresleyBossa Nova Baby,Acousticness,0.657
NathanielLive Louder,Acousticness,0.00434
Melanie CI Turn To You,Acousticness,0.00117
BROODSFour Walls,Acousticness,0.226
B.o.BNothin' on You (feat. Bruno Mars),Acousticness,0.386
Matt ScullionAussie As,Acousticness,0.574
DR.Play,Acousticness,0.729
P.J. ProbyMaria,Acousticness,0.915
HoobastankThe Letter,Acousticness,0.000547
Sam The Sham & The PharaohsLil' Red Riding Hood,Acousticness,0.605
LifehouseSick Cycle Carousel,Acousticness,0.00168
Def LeppardLet's Get Rocked,Acousticness,0.0109
Glee CastListen to Your Heart (Glee Cast Version),Acousticness,0.224
Kenny RogersIslands In The Stream,Acousticness,0.6
Ja RuleAlways On Time,Acousticness,0.219
FlumeSay It,Acousticness,0.0685
Pearl JamEven Flow,Acousticness,0.000109
Katy PerryUnconditionally,Acousticness,0.00266
Plain White T'sHey There Delilah - Bonus Track,Acousticness,0.844
Meg MacMaybe It’s My First Time,Acousticness,0.339
Lene LovichLucky Number,Acousticness,0.0205
Britney Spears...Baby One More Time,Acousticness,0.202
Jack JohnsonGood People,Acousticness,0.204
Michael JacksonRock with You - Single Version,Acousticness,0.179
Justice CrewEverybody,Acousticness,0.0399
JourneyLights,Acousticness,0.0985
Stevie WonderI Just Called To Say I Love You - Single Version,Acousticness,0.241
"Major LazerKnow No Better (feat. Travis Scott, Camila Cabello & Quavo)",Acousticness,0.132
BreadEverything I Own,Acousticness,0.735
Maroon 5Sugar,Acousticness,0.0591
Andy GibbShadow Dancing,Acousticness,0.15
TOTOHold the Line,Acousticness,0.00783
Dion & The BelmontsRunaround Sue - Remastered 1991,Acousticness,0.79
Bruno Mars24K Magic,Acousticness,0.034
Black Eyed PeasI Gotta Feeling,Acousticness,0.0873
"TV Rock, Dukes of WindsorThe Others - Radio Edit",Acousticness,0.0238
Bette MidlerBoogie Woogie Bugle Boy,Acousticness,0.659
Various ArtistsSpill The Wine,Acousticness,0.377
"Flume, Vera BlueRushing Back",Acousticness,0.357
"Daft Punk, Pharrell Williams, Nile RodgersGet Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers]",Acousticness,0.0426
The DriftersLike Sister and Brother,Acousticness,0.322
"Calvin Harris, Tom GrennanBy Your Side (feat. Tom Grennan)",Acousticness,0.0514
AviciiLevels - Radio Edit,Acousticness,0.0462
Doja CatSay So,Acousticness,0.264
"Shawn Mendes, Camila CabelloSeñorita",Acousticness,0.037
VengaboysShalala Lala,Acousticness,0.0494
Snoop DoggWho Am I (What's My Name)?,Acousticness,0.000136
Peking DukTake Me Over,Acousticness,0.00877
P!nkCan We Pretend (feat. Cash Cash),Acousticness,0.197
"Destiny's ChildJumpin', Jumpin'",Acousticness,0.00543
SherbetAnother Night On The Road,Acousticness,0.0579
Kanye WestPOWER - Album Version (Edited),Acousticness,0.0138
EnigmaSadeness - Pt. 1 / Radio Edit,Acousticness,0.162
KansasCarry on Wayward Son,Acousticness,0.00321
Vic DanaRed Roses for a Blue Lady (Rerecorded),Acousticness,0.498
Phantom PlanetCalifornia - Tchad Blake Mix,Acousticness,0.0387
Cheryl3 Words,Acousticness,0.713
Bernard FanningSongbird,Acousticness,0.102
GarbageBreaking Up The Girl - 2021 Remaster,Acousticness,0.00285
The Living EndLong Live The Weekend,Acousticness,1.93E-05
BrosWhen Will I Be Famous?,Acousticness,0.00252
SheppardLet Me Down Easy,Acousticness,0.307
The Ting TingsThat's Not My Name,Acousticness,0.0451
Dan HartmanInstant Replay,Acousticness,0.0158
Stevie WonderMaster Blaster (Jammin'),Acousticness,0.04
Cheap TrickThe Flame,Acousticness,0.513
The PresetsThis Boys In Love,Acousticness,0.00137
Jimmy DeanBig Bad John,Acousticness,0.596
New EditionCandy Girl,Acousticness,0.346
Melissa EtheridgeLike The Way I Do,Acousticness,0.0215
Spice GirlsWannabe,Acousticness,0.101
Denis LearyAsshole,Acousticness,0.554
Maroon 5Harder To Breathe,Acousticness,0.0506
DJ SnakeMiddle,Acousticness,0.0141
Imagine DragonsDemons,Acousticness,0.19
SweetWig Wam Bam,Acousticness,0.155
"Mark Knopfler, Dire StraitsRomeo And Juliet",Acousticness,0.497
"Various ArtistsTake My Breath Away - Love Theme from ""Top Gun""",Acousticness,0.0613
Alex LloydAll You Need,Acousticness,0.0326
Mental As AnythingToo Many Times,Acousticness,0.298
SigalaLiving Without You,Acousticness,0.0407
R.E.M.Losing My Religion,Acousticness,0.0879
Chocolate StarfishYou're so Vain,Acousticness,0.116
AC/DCRock and Roll Ain't Noise Pollution,Acousticness,0.041
RihannaDon't Stop The Music,Acousticness,0.0336
Creedence Clearwater RevivalProud Mary,Acousticness,0.13
One DirectionLive While We're Young,Acousticness,0.0629
Linda RonstadtYou're No Good,Acousticness,0.245
Conway TwittyIt's Only Make Believe - Re-recorded,Acousticness,0.777
Good CharlotteLifestyles of the Rich & Famous,Acousticness,0.00043
Phil CollinsDon't Lose My Number - 2016 Remaster,Acousticness,0.172
"Flo RidaTurn Around (5,4,3,2,1)",Acousticness,0.00578
TonicOpen Up Your Eyes,Acousticness,0.00593
